Ìאדאחטם,Êאעודמנטÿ,Áנוםה,Ìמהוכü,Öגוע,RAM,ROM,Öוםא,Ñסûכךא םא טחמבנאזוםטו,Ñסûכךא,Ðויעטםד,Êמכ-גמ מעחûגמג,Êמה ןנמהףךעא
לגטהומ,סלאנעפמםû,zte,blade 20 smart,dark emerald,4,128,13490,https://img.mvideo.ru/pdb/small_pic/480/30048845b.jpg,https://www.mvideo.ru/products/smartfon-zte-blade-20-smart-dark-emerald-30048845,5.0,3,30048845
לגטהומ,סלאנעפמםû,xiaomi,redmi 9,carbon grey,4,64,13990,https://img.mvideo.ru/pdb/small_pic/480/30050582b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-9-464gb-carbon-grey-30050582,4.7,9,30050582
לגטהומ,סלאנעפמםû,xiaomi,redmi 9,ocean green,4,64,13990,https://img.mvideo.ru/pdb/small_pic/480/30050581b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-9-464gb-ocean-green-30050581,4.6,12,30050581
לגטהומ,סלאנעפמםû,xiaomi,redmi 9,sunset purple,4,64,13990,https://img.mvideo.ru/pdb/small_pic/480/30050580b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-9-464gb-sunset-purple-30050580,4.9,9,30050580
לגטהומ,סלאנעפמםû,vivo,y30,סטÿ‏שטי סטםטי,4,64,13990,https://img.mvideo.ru/pdb/small_pic/480/30049846b.jpg,https://www.mvideo.ru/products/smartfon-vivo-y30-siyaushhii-sinii-1938-30049846,4.9,35,30049846
לגטהומ,סלאנעפמםû,vivo,y30,טחףלנףהםûי ק¸נםûי,4,64,13990,https://img.mvideo.ru/pdb/small_pic/480/30049845b.jpg,https://www.mvideo.ru/products/smartfon-vivo-y30-izumrudnyi-chernyi-1938-30049845,4.8,32,30049845
לגטהומ,סלאנעפמםû,vivo,y20,ק¸נםûי אדאע,4,64,13990,https://img.mvideo.ru/pdb/small_pic/480/30052737b.jpg,https://www.mvideo.ru/products/smartfon-vivo-y20-chernyi-agat-v2027-30052737,5.0,8,30052737
לגטהומ,סלאנעפמםû,vivo,y20,סטםטי עףלאם,4,64,13990,https://img.mvideo.ru/pdb/small_pic/480/30052736b.jpg,https://www.mvideo.ru/products/smartfon-vivo-y20-sinii-tuman-v2027-30052736,4.9,9,30052736
לגטהומ,סלאנעפמםû,huawei,y8p,breathing crystal,4,128,14990,https://img.mvideo.ru/pdb/small_pic/480/30049665b.jpg,https://www.mvideo.ru/products/smartfon-huawei-y8p-breathing-crystal-aqm-lx1-30049665,4.8,57,30049665
לגטהומ,סלאנעפמםû,oppo,a52,twilight black,4,64,14990,https://img.mvideo.ru/pdb/small_pic/480/30049720b.jpg,https://www.mvideo.ru/products/smartfon-oppo-a52-464gb-twilight-black-cph2069-30049720,4.7,14,30049720
לגטהומ,סלאנעפמםû,huawei,y8p,midnight black,4,128,14990,https://img.mvideo.ru/pdb/small_pic/480/30049663b.jpg,https://www.mvideo.ru/products/smartfon-huawei-y8p-midnight-black-aqm-lx1-30049663,4.3,27,30049663
לגטהומ,סלאנעפמםû,oppo,a52,stream white,4,64,14990,https://img.mvideo.ru/pdb/small_pic/480/30049721b.jpg,https://www.mvideo.ru/products/smartfon-oppo-a52-464gb-stream-white-cph2069-30049721,5.0,8,30049721
לגטהומ,סלאנעפמםû,huawei,p smart z,midnight black,4,64,14990,https://img.mvideo.ru/pdb/small_pic/480/30043654b.jpg,https://www.mvideo.ru/products/smartfon-huawei-p-smart-z-midnight-black-stk-lx1-30043654,4.6,30,30043654
לגטהומ,סלאנעפמםû,huawei,p smart z,sapphire blue,4,64,14990,https://img.mvideo.ru/pdb/small_pic/480/30043655b.jpg,https://www.mvideo.ru/products/smartfon-huawei-p-smart-z-sapphire-blue-stk-lx1-30043655,4.6,30,30043655
לגטהומ,סלאנעפמםû,nokia,5.3,cyan,3,64,13990,https://img.mvideo.ru/pdb/small_pic/480/30050546b.jpg,https://www.mvideo.ru/products/smartfon-nokia-53-364gb-cyan-ta-1234-30050546,4.7,3,30050546
לגטהומ,סלאנעפמםû,nokia,5.3,charcoal,3,64,13990,https://img.mvideo.ru/pdb/small_pic/480/30050274b.jpg,https://www.mvideo.ru/products/smartfon-nokia-53-364gb-charcoal-ta-1234-30050274,5.0,2,30050274
לגטהומ,סלאנעפמםû,honor,9x lite,emerald green,4,128,14990,https://img.mvideo.ru/pdb/small_pic/480/30052801b.jpg,https://www.mvideo.ru/products/smartfon-honor-9x-lite-4128gb-emerald-green-jsn-l21-30052801,0.0,0,30052801
לגטהומ,סלאנעפמםû,honor,9x lite,midnight black,4,128,14990,https://img.mvideo.ru/pdb/small_pic/480/30052800b.jpg,https://www.mvideo.ru/products/smartfon-honor-9x-lite-4128gb-midnight-black-jsn-l21-30052800,1.0,1,30052800
לגטהומ,סלאנעפמםû,honor,9x,sapphire blue,4,128,15990,https://img.mvideo.ru/pdb/small_pic/480/30046193b.jpg,https://www.mvideo.ru/products/smartfon-honor-9x-4128gb-sapphire-blue-stk-lx1-30046193,4.8,83,30046193
לגטהומ,סלאנעפמםû,oppo,a9,marine green,4,128,15990,https://img.mvideo.ru/pdb/small_pic/480/30045965b.jpg,https://www.mvideo.ru/products/smartfon-oppo-a9-2020-marine-green-cph1941-30045965,4.7,66,30045965
לגטהומ,סלאנעפמםû,honor,9x,midnight black,4,128,15990,https://img.mvideo.ru/pdb/small_pic/480/30046192b.jpg,https://www.mvideo.ru/products/smartfon-honor-9x-4128gb-midnight-black-stk-lx1-30046192,4.5,28,30046192
לגטהומ,סלאנעפמםû,oppo,a9,space purple,4,128,15990,https://img.mvideo.ru/pdb/small_pic/480/30045966b.jpg,https://www.mvideo.ru/products/smartfon-oppo-a9-2020-space-purple-cph1941-30045966,4.7,43,30045966
לגטהומ,סלאנעפמםû,xiaomi,redmi note 8t,starscape blue,4,64,15990,https://img.mvideo.ru/pdb/small_pic/480/30046728b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-note-8t-64gb-starscape-blue-30046728,4.6,30,30046728
לגטהומ,סלאנעפמםû,honor,9x,emerald green,4,128,15990,https://img.mvideo.ru/pdb/small_pic/480/30048073b.jpg,https://www.mvideo.ru/products/smartfon-honor-9x-4128gb-emerald-green-stk-lx1-30048073,4.5,12,30048073
לגטהומ,סלאנעפמםû,nokia,5.3,cyan,4,64,14990,https://img.mvideo.ru/pdb/small_pic/480/30050547b.jpg,https://www.mvideo.ru/products/smartfon-nokia-53-464gb-cyan-ta-1234-30050547,5.0,2,30050547
לגטהומ,סלאנעפמםû,nokia,5.3,charcoal,4,64,14990,https://img.mvideo.ru/pdb/small_pic/480/30050275b.jpg,https://www.mvideo.ru/products/smartfon-nokia-53-464gb-charcoal-ta-1234-30050275,5.0,2,30050275
לגטהומ,סלאנעפמםû,samsung,galaxy a21s,black,3,32,16490,https://img.mvideo.ru/pdb/small_pic/480/30050049b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-a21s-32gb-black-sm-a217f-dsn-30050049,4.2,11,30050049
לגטהומ,סלאנעפמםû,samsung,galaxy a21s,blue,3,32,16490,https://img.mvideo.ru/pdb/small_pic/480/30050131b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-a21s-32gb-blue-sm-a217f-dsn-30050131,3.8,4,30050131
לגטהומ,סלאנעפמםû,doogee,s58 pro,mineral black,6,64,16490,https://img.mvideo.ru/pdb/small_pic/480/30052989b.jpg,https://www.mvideo.ru/products/smartfon-doogee-s58-pro-mineral-black-30052989,0.0,0,30052989
לגטהומ,סלאנעפמםû,doogee,s58 pro,fire orange,6,64,16490,https://img.mvideo.ru/pdb/small_pic/480/30052988b.jpg,https://www.mvideo.ru/products/smartfon-doogee-s58-pro-fire-orange-30052988,0.0,0,30052988
לגטהומ,סלאנעפמםû,doogee,s58 pro,army green,6,64,16490,https://img.mvideo.ru/pdb/small_pic/480/30052987b.jpg,https://www.mvideo.ru/products/smartfon-doogee-s58-pro-army-green-30052987,0.0,0,30052987
לגטהומ,סלאנעפמםû,honor,10x lite,midnight black,4,128,15990,https://img.mvideo.ru/pdb/small_pic/480/30053612b.jpg,https://www.mvideo.ru/products/smartfon-honor-10x-lite-4128gb-midnight-black-dnn-lx9-30053612,4.3,20,30053612
לגטהומ,סלאנעפמםû,huawei,p smart,crush green,4,128,15490,https://img.mvideo.ru/pdb/small_pic/480/30053815b.jpg,https://www.mvideo.ru/products/smartfon-huawei-p-smart-2021-4128gb-crush-green-ppa-lx1-30053815,5.0,2,30053815
לגטהומ,סלאנעפמםû,honor,10x lite,emerald green,4,128,15490,https://img.mvideo.ru/pdb/small_pic/480/30053613b.jpg,https://www.mvideo.ru/products/smartfon-honor-10x-lite-4128gb-emerald-green-dnn-lx9-30053613,4.1,8,30053613
לגטהומ,סלאנעפמםû,huawei,p smart,midnight black,4,128,14990,https://img.mvideo.ru/pdb/small_pic/480/30053814b.jpg,https://www.mvideo.ru/products/smartfon-huawei-p-smart-2021-4128gb-midnight-black-ppa-lx1-30053814,4.7,3,30053814
לגטהומ,סלאנעפמםû,honor,10x lite,icelandic frost,4,128,15490,https://img.mvideo.ru/pdb/small_pic/480/30053614b.jpg,https://www.mvideo.ru/products/smartfon-honor-10x-lite-4128gb-icelandic-frost-dnn-lx9-30053614,4.0,22,30053614
לגטהומ,סלאנעפמםû,honor,20 lite,sapphire blue,4,128,16990,https://img.mvideo.ru/pdb/small_pic/480/30048070b.jpg,https://www.mvideo.ru/products/smartfon-honor-20-lite-4128gb-sapphire-blue-mar-lx1h-30048070,4.7,49,30048070
לגטהומ,סלאנעפמםû,xiaomi,redmi note 9,midnight grey,3,64,16990,https://img.mvideo.ru/pdb/small_pic/480/30050054b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-note-9-64gb-midnight-grey-30050054,3.6,9,30050054
לגטהומ,סלאנעפמםû,xiaomi,redmi note 9,forest green,3,64,16990,https://img.mvideo.ru/pdb/small_pic/480/30050052b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-note-9-64gb-forest-green-30050052,4.0,8,30050052
לגטהומ,סלאנעפמםû,honor,20 lite,midnight black,4,128,16990,https://img.mvideo.ru/pdb/small_pic/480/30048072b.jpg,https://www.mvideo.ru/products/smartfon-honor-20-lite-4128gb-midnight-black-mar-lx1h-30048072,4.3,33,30048072
לגטהומ,סלאנעפמםû,xiaomi,redmi note 9,onyx black,3,64,16990,https://img.mvideo.ru/pdb/small_pic/480/30052785b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-note-9-64gb-onyx-black-30052785,4.0,2,30052785
לגטהומ,סלאנעפמםû,realme,6,comet blue,4,128,16990,https://img.mvideo.ru/pdb/small_pic/480/30048607b.jpg,https://www.mvideo.ru/products/smartfon-realme-6-4128gb-comet-blue-rmx2001-30048607,4.9,12,30048607
לגטהומ,סלאנעפמםû,realme,6,comet white,4,128,16990,https://img.mvideo.ru/pdb/small_pic/480/30048608b.jpg,https://www.mvideo.ru/products/smartfon-realme-6-4128gb-comet-white-rmx2001-30048608,5.0,6,30048608
לגטהומ,סלאנעפמםû,xiaomi,redmi note 9,polar white,3,64,16990,https://img.mvideo.ru/pdb/small_pic/480/30050056b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-note-9-64gb-polar-white-30050056,4.0,2,30050056
לגטהומ,סלאנעפמםû,samsung,galaxy m21,black,4,64,17490,https://img.mvideo.ru/pdb/small_pic/480/30049746b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-m21-64gb-black-sm-m215f-dsn-30049746,4.7,22,30049746
לגטהומ,סלאנעפמםû,samsung,galaxy m21,turquoise,4,64,17490,https://img.mvideo.ru/pdb/small_pic/480/30049747b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-m21-64gb-turquoise-sm-m215f-dsn-30049747,4.9,18,30049747
לגטהומ,סלאנעפמםû,samsung,galaxy m21,blue,4,64,17490,https://img.mvideo.ru/pdb/small_pic/480/30049748b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-m21-64gb-blue-sm-m215f-dsn-30049748,4.4,11,30049748
לגטהומ,סלאנעפמםû,samsung,galaxy a21s,black,4,64,17490,https://img.mvideo.ru/pdb/small_pic/480/30050046b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-a21s-64gb-black-sm-a217f-dsn-30050046,4.0,9,30050046
לגטהומ,סלאנעפמםû,samsung,galaxy a21s,red,4,64,17490,https://img.mvideo.ru/pdb/small_pic/480/30050047b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-a21s-64gb-red-sm-a217f-dsn-30050047,5.0,5,30050047
לגטהומ,סלאנעפמםû,samsung,galaxy a21s,blue,4,64,17490,https://img.mvideo.ru/pdb/small_pic/480/30050048b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-a21s-64gb-blue-sm-a217f-dsn-30050048,4.8,5,30050048
לגטהומ,סלאנעפמםû,honor,30i,phantom blue,4,128,16990,https://img.mvideo.ru/pdb/small_pic/480/30051459b.jpg,https://www.mvideo.ru/products/smartfon-honor-30i-4128gb-phantom-blue-lra-lx1-30051459,4.7,17,30051459
לגטהומ,סלאנעפמםû,honor,30i,icelandic frost,4,128,16990,https://img.mvideo.ru/pdb/small_pic/480/30051540b.jpg,https://www.mvideo.ru/products/smartfon-honor-30i-4128gb-icelandic-frost-lra-lx1-30051540,3.9,14,30051540
לגטהומ,סלאנעפמםû,honor,9x premium,sapphire blue,6,128,17990,https://img.mvideo.ru/pdb/small_pic/480/30046195b.jpg,https://www.mvideo.ru/products/smartfon-honor-9x-premium-6128gb-sapphire-blue-stk-lx1-30046195,4.9,14,30046195
לגטהומ,סלאנעפמםû,honor,30i,midnight black,4,128,16990,https://img.mvideo.ru/pdb/small_pic/480/30051458b.jpg,https://www.mvideo.ru/products/smartfon-honor-30i-4128gb-midnight-black-lra-lx1-30051458,3.8,12,30051458
לגטהומ,סלאנעפמםû,honor,9x premium,midnight black,6,128,17990,https://img.mvideo.ru/pdb/small_pic/480/30046194b.jpg,https://www.mvideo.ru/products/smartfon-honor-9x-premium-6128gb-midnight-black-stk-lx1-30046194,4.4,14,30046194
לגטהומ,סלאנעפמםû,samsung,galaxy a31,black,4,64,18490,https://img.mvideo.ru/pdb/small_pic/480/30049743b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-a31-64gb-black-sm-a315f-30049743,4.7,26,30049743
לגטהומ,סלאנעפמםû,samsung,galaxy a31,white,4,64,18490,https://img.mvideo.ru/pdb/small_pic/480/30049745b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-a31-64gb-white-sm-a315f-30049745,4.5,6,30049745
לגטהומ,סלאנעפמםû,samsung,galaxy a31,red,4,64,18490,https://img.mvideo.ru/pdb/small_pic/480/30049744b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-a31-64gb-red-sm-a315f-30049744,4.8,11,30049744
לגטהומ,סלאנעפמםû,huawei,p40 lite,crush green,6,128,18990,https://img.mvideo.ru/pdb/small_pic/480/30048481b.jpg,https://www.mvideo.ru/products/smartfon-huawei-p40-lite-crush-green-jny-lx1-30048481,4.7,149,30048481
לגטהומ,סלאנעפמםû,huawei,p40 lite,midnight black,6,128,18990,https://img.mvideo.ru/pdb/small_pic/480/30048480b.jpg,https://www.mvideo.ru/products/smartfon-huawei-p40-lite-midnight-black-jny-lx1-30048480,4.5,72,30048480
לגטהומ,סלאנעפמםû,xiaomi,redmi note 9,forest green,4,128,18990,https://img.mvideo.ru/pdb/small_pic/480/30050053b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-note-9-128gb-forest-green-30050053,5.0,6,30050053
לגטהומ,סלאנעפמםû,xiaomi,redmi note 9,midnight grey,4,128,18990,https://img.mvideo.ru/pdb/small_pic/480/30050055b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-note-9-128gb-midnight-grey-30050055,4.1,12,30050055
לגטהומ,סלאנעפמםû,realme,6,comet blue,8,128,18990,https://img.mvideo.ru/pdb/small_pic/480/30048609b.jpg,https://www.mvideo.ru/products/smartfon-realme-6-8128gb-comet-blue-rmx2001-30048609,4.7,19,30048609
לגטהומ,סלאנעפמםû,xiaomi,redmi note 9,polar white,4,128,18990,https://img.mvideo.ru/pdb/small_pic/480/30050057b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-note-9-128gb-polar-white-30050057,5.0,3,30050057
לגטהומ,סלאנעפמםû,realme,6,comet white,8,128,18990,https://img.mvideo.ru/pdb/small_pic/480/30048620b.jpg,https://www.mvideo.ru/products/smartfon-realme-6-8128gb-comet-white-rmx2001-30048620,4.8,6,30048620
לגטהומ,סלאנעפמםû,motorola,moto g9 plus,navy blue,4,128,18990,https://img.mvideo.ru/pdb/small_pic/480/30053034b.jpg,https://www.mvideo.ru/products/smartfon-motorola-moto-g9-plus-navy-blue-xt2087-2-30053034,0.0,0,30053034
לגטהומ,סלאנעפמםû,vivo,v17,מבכאקםאÿ כאחףנü,8,128,16990,https://img.mvideo.ru/pdb/small_pic/480/30046574b.jpg,https://www.mvideo.ru/products/smartfon-vivo-v17-oblachnaya-lazur-1920-30046574,4.8,67,30046574
לגטהומ,סלאנעפמםû,xiaomi,redmi note 8 pro,forest green,6,64,19990,https://img.mvideo.ru/pdb/small_pic/480/30046135b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-note-8-pro-664gb-forest-green-30046135,4.7,52,30046135
לגטהומ,סלאנעפמםû,xiaomi,redmi note 8 pro,mineral grey,6,64,19990,https://img.mvideo.ru/pdb/small_pic/480/30046136b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-note-8-pro-664gb-mineral-grey-30046136,4.6,43,30046136
לגטהומ,סלאנעפמםû,realme,6s,eclipse black,6,128,19990,https://img.mvideo.ru/pdb/small_pic/480/30052845b.jpg,https://www.mvideo.ru/products/smartfon-realme-6s-6128gb-eclipse-black-rmx2002-30052845,4.9,7,30052845
לגטהומ,סלאנעפמםû,realme,6s,lunar white,6,128,19990,https://img.mvideo.ru/pdb/small_pic/480/30052846b.jpg,https://www.mvideo.ru/products/smartfon-realme-6s-6128gb-lunar-white-rmx2002-30052846,5.0,7,30052846
לגטהומ,סלאנעפמםû,xiaomi,redmi note 8 pro,pearl white,6,64,19990,https://img.mvideo.ru/pdb/small_pic/480/30046134b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-note-8-pro-664gb-pearl-white-30046134,4.8,27,30046134
לגטהומ,סלאנעפמםû,xiaomi,redmi note 8 pro,ocean blue,6,64,19990,https://img.mvideo.ru/pdb/small_pic/480/30046137b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-note-8-pro-664gb-ocean-blue-30046137,4.7,23,30046137
לגטהומ,סלאנעפמםû,honor,20s,midnight black,6,128,19990,https://img.mvideo.ru/pdb/small_pic/480/30046321b.jpg,https://www.mvideo.ru/products/smartfon-honor-20s-128gb-midnight-black-mar-lx1h-30046321,4.6,14,30046321
לגטהומ,סלאנעפמםû,oppo,a72,twilight black,4,128,19990,https://img.mvideo.ru/pdb/small_pic/480/30049277b.jpg,https://www.mvideo.ru/products/smartfon-oppo-a72-4128gb-twilight-black-cph2067-30049277,4.8,6,30049277
לגטהומ,סלאנעפמםû,oppo,a72,aurora purple,4,128,19990,https://img.mvideo.ru/pdb/small_pic/480/30049278b.jpg,https://www.mvideo.ru/products/smartfon-oppo-a72-4128gb-aurora-purple-cph2067-30049278,5.0,4,30049278
לגטהומ,סלאנעפמםû,honor,20s,peacock blue,6,128,19990,https://img.mvideo.ru/pdb/small_pic/480/30046322b.jpg,https://www.mvideo.ru/products/smartfon-honor-20s-128gb-peacock-blue-mar-lx1h-30046322,3.7,27,30046322
לגטהומ,סלאנעפמםû,huawei,p30 lite,midnight black,6,256,19990,https://img.mvideo.ru/pdb/small_pic/480/30047033b.jpg,https://www.mvideo.ru/products/smartfon-huawei-p30-lite-256gb-midnight-black-mar-lx1b-30047033,5.0,3,30047033
לגטהומ,סלאנעפמםû,honor,20s,pearl white,6,128,19990,https://img.mvideo.ru/pdb/small_pic/480/30046323b.jpg,https://www.mvideo.ru/products/smartfon-honor-20s-128gb-pearl-white-mar-lx1h-30046323,5.0,2,30046323
לגטהומ,סלאנעפמםû,oppo,a72,shining white,4,128,19990,https://img.mvideo.ru/pdb/small_pic/480/30049279b.jpg,https://www.mvideo.ru/products/smartfon-oppo-a72-4128gb-shining-white-cph2067-30049279,4.3,4,30049279
לגטהומ,סלאנעפמםû,xiaomi,redmi note 8 pro,coral orange,6,64,19990,https://img.mvideo.ru/pdb/small_pic/480/30052601b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-note-8-pro-664gb-coral-orange-30052601,0.0,0,30052601
לגטהומ,סלאנעפמםû,samsung,galaxy a31,black,4,128,20490,https://img.mvideo.ru/pdb/small_pic/480/30049740b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-a31-128gb-black-sm-a315f-30049740,4.9,14,30049740
לגטהומ,סלאנעפמםû,samsung,galaxy a41,black,4,64,20490,https://img.mvideo.ru/pdb/small_pic/480/30049775b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-a41-64gb-black-sm-a415f-dsm-30049775,4.2,12,30049775
לגטהומ,סלאנעפמםû,samsung,galaxy a31,red,4,128,20490,https://img.mvideo.ru/pdb/small_pic/480/30049741b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-a31-128gb-red-sm-a315f-30049741,5.0,4,30049741
לגטהומ,סלאנעפמםû,samsung,galaxy a31,white,4,128,20490,https://img.mvideo.ru/pdb/small_pic/480/30049742b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-a31-128gb-white-sm-a315f-30049742,5.0,1,30049742
לגטהומ,סלאנעפמםû,doogee,s68 pro,fire orange,6,128,20990,https://img.mvideo.ru/pdb/small_pic/480/30048224b.jpg,https://www.mvideo.ru/products/smartfon-doogee-s68-pro-fire-orange-30048224,4.0,3,30048224
לגטהומ,סלאנעפמםû,samsung,galaxy a51,black,4,64,21490,https://img.mvideo.ru/pdb/small_pic/480/30047894b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-a51-64gb-black-sm-a515f-30047894,4.1,169,30047894
לגטהומ,סלאנעפמםû,samsung,galaxy a51,white,4,64,21490,https://img.mvideo.ru/pdb/small_pic/480/30047892b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-a51-64gb-white-sm-a515f-30047892,4.5,128,30047892
לגטהומ,סלאנעפמםû,samsung,galaxy m31,black,6,128,21490,https://img.mvideo.ru/pdb/small_pic/480/30049941b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-m31-128gb-black-sm-m315f-dsn-30049941,4.6,23,30049941
לגטהומ,סלאנעפמםû,samsung,galaxy a51,red,4,64,21490,https://img.mvideo.ru/pdb/small_pic/480/30047893b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-a51-64gb-red-sm-a515f-30047893,4.8,43,30047893
לגטהומ,סלאנעפמםû,samsung,galaxy m31,red,6,128,21490,https://img.mvideo.ru/pdb/small_pic/480/30049943b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-m31-128gb-red-sm-m315f-dsn-30049943,4.7,14,30049943
לגטהומ,סלאנעפמםû,samsung,galaxy m31,blue,6,128,21490,https://img.mvideo.ru/pdb/small_pic/480/30049942b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-m31-128gb-blue-sm-m315f-dsn-30049942,4.5,22,30049942
לגטהומ,סלאנעפמםû,samsung,galaxy a51,blue,4,64,21490,https://img.mvideo.ru/pdb/small_pic/480/30051583b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-a51-64gb-blue-sm-a515f-30051583,0.0,0,30051583
לגטהומ,סלאנעפמםû,xiaomi,redmi note 8 pro,forest green,6,128,21990,https://img.mvideo.ru/pdb/small_pic/480/30046139b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-note-8-pro-6128gb-forest-green-30046139,4.7,70,30046139
לגטהומ,סלאנעפמםû,xiaomi,redmi note 8 pro,mineral grey,6,128,21990,https://img.mvideo.ru/pdb/small_pic/480/30046138b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-note-8-pro-6128gb-mineral-grey-30046138,4.6,52,30046138
לגטהומ,סלאנעפמםû,xiaomi,redmi note 8 pro,ocean blue,6,128,21990,https://img.mvideo.ru/pdb/small_pic/480/30046141b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-note-8-pro-6128gb-ocean-blue-30046141,4.9,19,30046141
לגטהומ,סלאנעפמםû,vivo,v20se,דנאפטעמגûי ק¸נםûי,8,128,21990,https://img.mvideo.ru/pdb/small_pic/480/30053157b.jpg,https://www.mvideo.ru/products/smartfon-vivo-v20se-grafitovyi-chernyi-v2023-30053157,5.0,2,30053157
לגטהומ,סלאנעפמםû,vivo,v20se,ÿסםמו םובמ,8,128,21990,https://img.mvideo.ru/pdb/small_pic/480/30053158b.jpg,https://www.mvideo.ru/products/smartfon-vivo-v20se-yasnoe-nebo-v2023-30053158,5.0,3,30053158
לגטהומ,סלאנעפמםû,xiaomi,redmi note 8 pro,coral orange,6,128,21990,https://img.mvideo.ru/pdb/small_pic/480/30052600b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-note-8-pro-6128gb-coral-orange-30052600,0.0,0,30052600
לגטהומ,סלאנעפמםû,xiaomi,redmi note 9 pro,grey,6,128,23990,https://img.mvideo.ru/pdb/small_pic/480/30050063b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-note-9-pro-128gb-grey-30050063,4.6,30,30050063
לגטהומ,סלאנעפמםû,xiaomi,redmi note 9 pro,green,6,128,23990,https://img.mvideo.ru/pdb/small_pic/480/30050062b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-note-9-pro-128gb-green-30050062,4.5,31,30050062
לגטהומ,סלאנעפמםû,xiaomi,redmi note 9 pro,white,6,128,23990,https://img.mvideo.ru/pdb/small_pic/480/30050061b.jpg,https://www.mvideo.ru/products/smartfon-xiaomi-redmi-note-9-pro-128gb-white-30050061,4.5,6,30050061
לגטהומ,סלאנעפמםû,samsung,galaxy a51,black,6,128,24990,https://img.mvideo.ru/pdb/small_pic/480/30047891b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-a51-128gb-black-sm-a515f-30047891,4.4,81,30047891
לגטהומ,סלאנעפמםû,samsung,galaxy a51,white,6,128,24990,https://img.mvideo.ru/pdb/small_pic/480/30047759b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-a51-128gb-white-sm-a515f-30047759,4.3,48,30047759
לגטהומ,סלאנעפמםû,realme,6 pro,lightning blue,8,128,24990,https://img.mvideo.ru/pdb/small_pic/480/30048623b.jpg,https://www.mvideo.ru/products/smartfon-realme-6-pro-8128gb-lightning-blue-rmx2063-30048623,4.7,34,30048623
לגטהומ,סלאנעפמםû,huawei,nova 5t,crush blue,6,128,24990,https://img.mvideo.ru/pdb/small_pic/480/30046454b.jpg,https://www.mvideo.ru/products/smartfon-huawei-nova-5t-crush-blue-yal-l21-30046454,4.8,81,30046454
לגטהומ,סלאנעפמםû,samsung,galaxy a51,red,6,128,24990,https://img.mvideo.ru/pdb/small_pic/480/30047890b.jpg,https://www.mvideo.ru/products/smartfon-samsung-galaxy-a51-128gb-red-sm-a515f-30047890,4.5,19,30047890
